,dt,AverageTemperature,AverageTemperatureUncertainty,Country
161727,1791-02-01,-2.458,2.695,Estonia
161728,1791-03-01,-0.7050000000000001,4.345,Estonia
161729,1791-04-01,5.397,3.215,Estonia
161730,1791-05-01,8.442,2.418,Estonia
161731,1791-06-01,15.104000000000001,2.255,Estonia
161732,1791-07-01,17.678,2.904,Estonia
161733,1791-08-01,16.361,1.7790000000000001,Estonia
161734,1791-09-01,10.163,2.843,Estonia
161735,1791-10-01,4.29,1.3940000000000001,Estonia
161736,1791-11-01,-0.08200000000000003,2.889,Estonia
161737,1791-12-01,-2.79,2.478,Estonia
161738,1792-01-01,-9.378,4.7860000000000005,Estonia
161739,1792-02-01,-8.333,3.528,Estonia
161740,1792-03-01,-4.43,2.296,Estonia
161741,1792-04-01,3.941,2.305,Estonia
161742,1792-05-01,9.871,2.0140000000000002,Estonia
161743,1792-06-01,15.804,1.514,Estonia
161744,1792-07-01,19.625,2.659,Estonia
161745,1792-08-01,15.524,2.38,Estonia
161746,1792-09-01,12.886,3.391,Estonia
161747,1792-10-01,3.4530000000000003,2.0780000000000003,Estonia
161748,1792-11-01,0.113,3.758,Estonia
161749,1792-12-01,-2.708,3.9989999999999997,Estonia
161750,1793-01-01,-7.445,4.42,Estonia
161751,1793-02-01,-2.6560000000000006,4.169,Estonia
161752,1793-03-01,-2.298,3.185,Estonia
161753,1793-04-01,3.868,2.102,Estonia
161754,1793-05-01,10.497,1.9,Estonia
161755,1793-06-01,15.438,4.35,Estonia
161756,1793-07-01,18.726,6.433,Estonia
161757,1793-08-01,16.304000000000002,6.0120000000000005,Estonia
161758,1793-09-01,10.27,2.6689999999999996,Estonia
161759,1793-10-01,6.331,4.0969999999999995,Estonia
161760,1793-11-01,0.846,4.9060000000000015,Estonia
161761,1793-12-01,-6.457999999999998,3.409,Estonia
161762,1794-01-01,-3.1310000000000007,5.31,Estonia
161763,1794-02-01,-3.837,6.7120000000000015,Estonia
161764,1794-03-01,0.742,1.8330000000000002,Estonia
161765,1794-04-01,5.916,2.549,Estonia
161766,1794-05-01,12.4,3.822,Estonia
161767,1794-06-01,16.266000000000002,5.9239999999999995,Estonia
161768,1794-07-01,17.933,7.862999999999999,Estonia
161769,1794-08-01,15.625,3.1010000000000004,Estonia
161770,1794-09-01,10.425999999999998,2.861,Estonia
161771,1794-10-01,6.881,2.565,Estonia
161772,1794-11-01,0.6439999999999999,2.3569999999999998,Estonia
161773,1794-12-01,-5.048,3.3569999999999998,Estonia
161774,1795-01-01,-9.7,6.6110000000000015,Estonia
161775,1795-02-01,-7.8320000000000025,9.363,Estonia
161776,1795-03-01,-4.734999999999999,3.5189999999999997,Estonia
161777,1795-04-01,5.627000000000002,2.9989999999999997,Estonia
161778,1795-05-01,8.855,5.608,Estonia
161779,1795-06-01,15.64,2.369,Estonia
161780,1795-07-01,16.980999999999998,3.8110000000000004,Estonia
161781,1795-08-01,15.485999999999999,3.0839999999999996,Estonia
161782,1795-09-01,11.469,4.635,Estonia
161783,1795-10-01,5.2379999999999995,4.583,Estonia
161784,1795-11-01,0.251,2.329,Estonia
161785,1795-12-01,-5.472,3.9339999999999997,Estonia
161786,1796-01-01,-1.2310000000000008,3.5580000000000003,Estonia
161787,1796-02-01,-4.9689999999999985,1.341,Estonia
161788,1796-03-01,-4.928,3.529,Estonia
161789,1796-04-01,3.204,1.725,Estonia
161790,1796-05-01,10.263,1.449,Estonia
161791,1796-06-01,16.61,4.5680000000000005,Estonia
161792,1796-07-01,18.039,2.657,Estonia
161793,1796-08-01,17.186999999999998,4.891,Estonia
161794,1796-09-01,10.68,5.2589999999999995,Estonia
161795,1796-10-01,5.772,1.53,Estonia
161796,1796-11-01,-0.726,3.67,Estonia
161797,1796-12-01,-8.062999999999999,6.192,Estonia
161798,1797-01-01,-4.168000000000001,8.17,Estonia
161799,1797-02-01,0.060999999999999936,3.388,Estonia
161800,1797-03-01,-1.696,2.721,Estonia
161801,1797-04-01,3.091,4.52,Estonia
161802,1797-05-01,9.88,3.662,Estonia
161803,1797-06-01,16.979,2.728,Estonia
161804,1797-07-01,17.583000000000002,3.07,Estonia
161805,1797-08-01,16.226,3.35,Estonia
161806,1797-09-01,14.285,4.39,Estonia
161807,1797-10-01,6.3889999999999985,2.2030000000000003,Estonia
161808,1797-11-01,-0.623,3.682,Estonia
161809,1797-12-01,-2.221,3.221,Estonia
161810,1798-01-01,-5.7010000000000005,1.699,Estonia
161811,1798-02-01,-4.856,2.64,Estonia
161812,1798-03-01,-2.051,2.557,Estonia
161813,1798-04-01,4.263,1.4340000000000002,Estonia
161814,1798-05-01,13.398,4.891,Estonia
161815,1798-06-01,16.070999999999998,2.739,Estonia
161816,1798-07-01,19.577,3.112,Estonia
161817,1798-08-01,18.464,6.121,Estonia
161818,1798-09-01,11.749,3.59,Estonia
161819,1798-10-01,5.812,3.585,Estonia
161820,1798-11-01,-0.7350000000000001,3.55,Estonia
161821,1798-12-01,-7.949,3.22,Estonia
161822,1799-01-01,-7.233,3.0610000000000004,Estonia
161823,1799-02-01,-15.655,3.932,Estonia
161824,1799-03-01,-6.306,3.125,Estonia
161825,1799-04-01,3.265,4.78,Estonia
161826,1799-05-01,8.446,1.8559999999999999,Estonia
161827,1799-06-01,15.345999999999998,3.2039999999999997,Estonia
161828,1799-07-01,17.375999999999998,2.6660000000000004,Estonia
161829,1799-08-01,15.300999999999998,1.32,Estonia
161830,1799-09-01,11.045,2.923,Estonia
161831,1799-10-01,5.572,2.339,Estonia
161832,1799-11-01,3.2230000000000003,3.0039999999999996,Estonia
161833,1799-12-01,-8.258000000000001,1.9140000000000001,Estonia
161834,1800-01-01,-8.843,1.9280000000000002,Estonia
161835,1800-02-01,-7.572999999999999,4.476,Estonia
161836,1800-03-01,-7.9819999999999975,4.209,Estonia
161837,1800-04-01,5.2810000000000015,1.9,Estonia
161838,1800-05-01,10.107,1.806,Estonia
161839,1800-06-01,13.515,1.255,Estonia
161840,1800-07-01,15.136,2.447,Estonia
161841,1800-08-01,15.517,3.545,Estonia
161842,1800-09-01,9.311,3.825,Estonia
161843,1800-10-01,6.079,3.2319999999999998,Estonia
161844,1800-11-01,1.904,2.987,Estonia
161845,1800-12-01,-1.6390000000000002,3.324,Estonia
161846,1801-01-01,-5.849,2.451,Estonia
161847,1801-02-01,-7.311,1.702,Estonia
161848,1801-03-01,-0.742,1.9909999999999999,Estonia
161849,1801-04-01,4.2410000000000005,2.512,Estonia
161850,1801-05-01,14.451,2.859,Estonia
161851,1801-06-01,14.212,2.431,Estonia
161852,1801-07-01,18.192,3.142,Estonia
161853,1801-08-01,14.071,2.077,Estonia
161854,1801-09-01,10.64,2.5980000000000003,Estonia
161855,1801-10-01,5.2120000000000015,2.121,Estonia
161856,1801-11-01,1.119,2.0980000000000003,Estonia
161857,1801-12-01,-4.596,5.82,Estonia
161858,1802-01-01,-8.527999999999999,3.0860000000000003,Estonia
161859,1802-02-01,-4.927,2.385,Estonia
161860,1802-03-01,0.3639999999999999,2.475,Estonia
161861,1802-04-01,5.317,2.096,Estonia
161862,1802-05-01,8.526,2.356,Estonia
161863,1802-06-01,13.73,2.279,Estonia
161864,1802-07-01,16.633,2.55,Estonia
161865,1802-08-01,16.904,2.602,Estonia
161866,1802-09-01,9.84,3.997,Estonia
161867,1802-10-01,7.0,4.498,Estonia
161868,1802-11-01,-2.403,2.7689999999999997,Estonia
161869,1802-12-01,-4.766,2.577,Estonia
161870,1803-01-01,-14.589,4.199,Estonia
161871,1803-02-01,-10.092,4.129,Estonia
161872,1803-03-01,-2.97,3.477,Estonia
161873,1803-04-01,6.3679999999999986,2.5610000000000004,Estonia
161874,1803-05-01,12.333,2.506,Estonia
161875,1803-06-01,14.4,1.9609999999999999,Estonia
161876,1803-07-01,18.136,2.1790000000000003,Estonia
161877,1803-08-01,18.017,2.7689999999999997,Estonia
161878,1803-09-01,10.249,1.686,Estonia
161879,1803-10-01,4.313,3.542,Estonia
161880,1803-11-01,-1.47,2.5839999999999996,Estonia
161881,1803-12-01,-9.876,2.9739999999999998,Estonia
161882,1804-01-01,-6.247999999999998,5.855,Estonia
161883,1804-02-01,-9.664,2.4730000000000003,Estonia
161884,1804-03-01,-6.3679999999999986,4.525,Estonia
161885,1804-04-01,4.363,2.8939999999999997,Estonia
161886,1804-05-01,11.709,1.702,Estonia
161887,1804-06-01,15.121,1.621,Estonia
161888,1804-07-01,19.238,3.6180000000000003,Estonia
161889,1804-08-01,16.837999999999994,2.307,Estonia
161890,1804-09-01,12.573,5.082,Estonia
161891,1804-10-01,6.314,2.362,Estonia
161892,1804-11-01,-1.6150000000000002,5.255,Estonia
161893,1804-12-01,-9.744,4.819,Estonia
161894,1805-01-01,-7.5760000000000005,2.719,Estonia
161895,1805-02-01,-9.703,3.255,Estonia
161896,1805-03-01,-2.365,2.403,Estonia
161897,1805-04-01,2.658,3.978,Estonia
161898,1805-05-01,9.248,1.264,Estonia
161899,1805-06-01,13.735,3.2969999999999997,Estonia
161900,1805-07-01,18.751,2.752,Estonia
161901,1805-08-01,17.588,2.47,Estonia
161902,1805-09-01,12.109000000000002,3.639,Estonia
161903,1805-10-01,0.5460000000000003,2.137,Estonia
161904,1805-11-01,-2.935,2.073,Estonia
161905,1805-12-01,-3.765,1.999,Estonia
161906,1806-01-01,-4.379,2.614,Estonia
161907,1806-02-01,-8.530000000000001,5.1720000000000015,Estonia
161908,1806-03-01,-4.587,3.259,Estonia
161909,1806-04-01,1.959,4.895,Estonia
161910,1806-05-01,10.317,2.359,Estonia
161911,1806-06-01,12.075,2.543,Estonia
161912,1806-07-01,15.033,1.5390000000000001,Estonia
161913,1806-08-01,17.552,2.011,Estonia
161914,1806-09-01,13.935,3.536,Estonia
161915,1806-10-01,4.395,1.136,Estonia
161916,1806-11-01,-0.675,1.186,Estonia
161917,1806-12-01,-1.97,3.1489999999999996,Estonia
161918,1807-01-01,-7.947999999999999,2.9530000000000003,Estonia
161919,1807-02-01,-3.123,4.6110000000000015,Estonia
